"Name","Municipal class","CD","CSD","CSDtype","UnitType","pr","cweight","Pop22","Cellid","value","source","year","province","province_name","road_condition"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06104",0,"21","2022","59","British Columbia","very poor"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06204",10,"00","2022","59","British Columbia","poor"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06304",35,"00","2022","59","British Columbia","fair"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06404",45,"00","2022","59","British Columbia","good"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06504",10,"00","2022","59","British Columbia","very good"
"THE VILLAGE OF RADIUM HOT SPRINGS","Rural","5901","5901040","VL","CSD","59",1.24382092271087,"1339","C5F06604",0,"21","2022","59","British Columbia","do not know"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06104",33,"23","2022","59","British Columbia","very poor"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06204",0,"23","2022","59","British Columbia","poor"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06304",49,"99","2022","59","British Columbia","fair"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06404",18,"99","2022","59","British Columbia","good"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06504",0,"99","2022","59","British Columbia","very good"
"VILLAGE OF ANMORE CORP","Urban","5915","5915038","VL","CSD","59",1.03225806451613,"2356","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06204",0,"21","2022","59","British Columbia","poor"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06304",0,"21","2022","59","British Columbia","fair"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06404",0,"21","2022","59","British Columbia","good"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06504",0,"21","2022","59","British Columbia","very good"
"CITY OF ABBOTSFORD","Urban","5909","5909052","CY","CSD","59",1,"153524","C5F06604",100,"00","2022","59","British Columbia","do not know"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06104",0,"00","2022","59","British Columbia","very poor"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06204",35,"00","2022","59","British Columbia","poor"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06304",0,"00","2022","59","British Columbia","fair"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06404",65,"00","2022","59","British Columbia","good"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06504",0,"00","2022","59","British Columbia","very good"
"DISTRICT MUNICIPALITY OF LAKE COUNTRY","Rural","5935","5935016","DM","CSD","59",1,"15817","C5F06604",0,"00","2022","59","British Columbia","do not know"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06104",0,"23","2022","59","British Columbia","very poor"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06204",4,"99","2022","59","British Columbia","poor"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06304",12,"99","2022","59","British Columbia","fair"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06404",26,"99","2022","59","British Columbia","good"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06504",58,"99","2022","59","British Columbia","very good"
"CITY OF LANGFORD","Urban","5917","5917044","CY","CSD","59",1.05882352941176,"46584","C5F06604",0,"23","2022","59","British Columbia","do not know"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06204",0,"21","2022","59","British Columbia","poor"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06304",20,"00","2022","59","British Columbia","fair"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06404",80,"00","2022","59","British Columbia","good"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF HIGHLANDS","Rural","5917","5917049","DM","CSD","59",1.14508213758511,"2482","C5F06604",0,"21","2022","59","British Columbia","do not know"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06104",0,"23","2022","59","British Columbia","very poor"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06204",3,"99","2022","59","British Columbia","poor"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06304",17,"23","2022","59","British Columbia","fair"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06404",63,"99","2022","59","British Columbia","good"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06504",17,"23","2022","59","British Columbia","very good"
"NORTHERN ROCKIES REGIONAL MUNICIPALITY","Rural","5959","5959007","RGM","CSD","59",1.10214899982847,"3947","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06204",12.8712871287129,"21","2022","59","British Columbia","poor"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06304",22.7722772277228,"21","2022","59","British Columbia","fair"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06404",53.4653465346535,"21","2022","59","British Columbia","good"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06504",10.8910891089109,"21","2022","59","British Columbia","very good"
"CAPITAL REGIONAL DISTRICT","N/A","5917","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06604",0,"21","2022","59","British Columbia","do not know"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06104",7,"00","2022","59","British Columbia","very poor"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06204",13,"00","2022","59","British Columbia","poor"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06304",21,"00","2022","59","British Columbia","fair"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06404",32,"00","2022","59","British Columbia","good"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06504",26,"00","2022","59","British Columbia","very good"
"BOWEN ISLAND MUNICIPALITY","Rural","5915","5915062","IM","CSD","59",1.09686803050308,"4256","C5F06604",1,"00","2022","59","British Columbia","do not know"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06204",0,"21","2022","59","British Columbia","poor"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06304",25,"00","2022","59","British Columbia","fair"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06404",75,"00","2022","59","British Columbia","good"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF SOOKE","Urban","5917","5917052","DM","CSD","59",1.02439024390244,"15086","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06104",0,"99","2022","59","British Columbia","very poor"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06204",33,"99","2022","59","British Columbia","poor"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06304",8,"99","2022","59","British Columbia","fair"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06404",0,"23","2022","59","British Columbia","good"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06504",58,"23","2022","59","British Columbia","very good"
"DISTRICT OF LANTZVILLE","Urban","5921","5921008","DM","CSD","59",1.03225806451613,"3817","C5F06604",1,"23","2022","59","British Columbia","do not know"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06104",0,"21","2022","59","British Columbia","very poor"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06204",0,"21","2022","59","British Columbia","poor"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06304",0,"21","2022","59","British Columbia","fair"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06404",100,"00","2022","59","British Columbia","good"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06504",0,"21","2022","59","British Columbia","very good"
"VILLAGE OF DAAJING GIIDS","Rural","5947","5947026","VL","CSD","59",1.80985495693282,"964","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06104",9,"00","2022","59","British Columbia","very poor"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06204",4,"00","2022","59","British Columbia","poor"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06304",53,"00","2022","59","British Columbia","fair"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06404",33,"00","2022","59","British Columbia","good"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06504",1,"00","2022","59","British Columbia","very good"
"CITY OF WEST KELOWNA","Urban","5935","5935029","CY","CSD","59",1.05882352941176,"36078","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06204",0,"21","2022","59","British Columbia","poor"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06304",100,"00","2022","59","British Columbia","fair"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06404",0,"21","2022","59","British Columbia","good"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF BARRIERE","Rural","5933","5933074","DM","CSD","59",1.19207117773811,"1765","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06204",40,"00","2022","59","British Columbia","poor"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06304",60,"00","2022","59","British Columbia","fair"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06404",0,"21","2022","59","British Columbia","good"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF TUMBLER RIDGE","Urban","5955","5955003","DM","CSD","59",1.03225806451613,"2399","C5F06604",0,"21","2022","59","British Columbia","do not know"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06104",0,"21","2022","59","British Columbia","very poor"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06204",0,"21","2022","59","British Columbia","poor"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06304",60,"00","2022","59","British Columbia","fair"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06404",40,"00","2022","59","British Columbia","good"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06504",0,"21","2022","59","British Columbia","very good"
"VILLAGE OF BELCARRA","Rural","5915","5915036","VL","CSD","59",1.97360011034956,"687","C5F06604",0,"21","2022","59","British Columbia","do not know"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06104",0,"23","2022","59","British Columbia","very poor"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06204",3,"23","2022","59","British Columbia","poor"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06304",11,"99","2022","59","British Columbia","fair"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06404",49,"99","2022","59","British Columbia","good"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06504",37,"99","2022","59","British Columbia","very good"
"RESORT MUNICIPALITY OF WHISTLER","Rural","5931","5931020","DM","CSD","59",1,"13982","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06104",10,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06204",20,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06304",30,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06404",30,"00","2022","59","British Columbia","good"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06504",10,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE DISTRICT OF SUMMERLAND","Urban","5907","5907035","DM","CSD","59",1.02439024390244,"12042","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06104",83,"99","2022","59","British Columbia","very poor"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06204",7,"99","2022","59","British Columbia","poor"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06304",0,"99","2022","59","British Columbia","fair"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06404",4,"99","2022","59","British Columbia","good"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06504",6,"99","2022","59","British Columbia","very good"
"CITY OF POWELL RIVER","Urban","5927","5927008","CY","CSD","59",1.02439024390244,"13943","C5F06604",0,"23","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06104",28,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06204",24,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06304",31,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06404",13,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06504",4,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN","Rural","5919","5919008","DM","CSD","59",1,"31990","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06104",0,"21","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06204",8,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06304",9,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06404",24,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06504",49,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE CITY OF DAWSON CREEK","Urban","5955","5955014","CY","CSD","59",1.02439024390244,"12323","C5F06604",10,"00","2022","59","British Columbia","do not know"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06204",25,"00","2022","59","British Columbia","poor"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06304",75,"00","2022","59","British Columbia","fair"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06404",0,"21","2022","59","British Columbia","good"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF LOGAN LAKE","Rural","5933","5933035","DM","CSD","59",1.1567261173002,"2255","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06204",10,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06304",60,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06404",30,"00","2022","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF WARFIELD","Urban","5905","5905018","VL","CSD","59",1.03225806451613,"1753","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06104",0,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06204",0,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06304",50,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06404",50,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06504",0,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF VALEMOUNT","Rural","5953","5953007","VL","CSD","59",1.30231467455451,"1052","C5F06604",0,"00","2022","59","British Columbia","do not know"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06104",5,"00","2022","59","British Columbia","very poor"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06204",13,"00","2022","59","British Columbia","poor"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06304",25,"00","2022","59","British Columbia","fair"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06404",27,"00","2022","59","British Columbia","good"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06504",30,"00","2022","59","British Columbia","very good"
"DISTRICT OF VANDERHOOF","Rural","5951","5951007","DM","CSD","59",1.09547109910243,"4346","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06104",0,"21","2022","59","British Columbia","very poor"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06204",50,"00","2022","59","British Columbia","poor"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06304",50,"00","2022","59","British Columbia","fair"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06404",0,"21","2022","59","British Columbia","good"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06504",0,"21","2022","59","British Columbia","very good"
"THE DISTRICT OF UCLUELET","Urban","5923","5923019","DM","CSD","59",1.03225806451613,"2066","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06104",0,"00","2022","59","British Columbia","very poor"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06204",16,"00","2022","59","British Columbia","poor"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06304",67,"00","2022","59","British Columbia","fair"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06404",11,"00","2022","59","British Columbia","good"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06504",6,"00","2022","59","British Columbia","very good"
"DISTRICT OF TOFINO","Urban","5923","5923025","DM","CSD","59",1.03225806451613,"2516","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06104",14,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06204",48,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06304",36,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06404",2,"00","2022","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF TELKWA","Urban","5951","5951038","VL","CSD","59",1.03225806451613,"1474","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06204",25,"00","2022","59","British Columbia","poor"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06304",60,"00","2022","59","British Columbia","fair"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06404",15,"00","2022","59","British Columbia","good"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF SECHELT","Urban","5929","5929011","DM","CSD","59",1.02439024390244,"10847","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06104",0,"21","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06204",25,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06304",50,"00","2022","59","British Columbia","fair"
